id,year,lossyear,longitude,latitude
29,2019,19.0,146.30000138479642,-42.633960169218525
283,2019,19.0,146.32335758218352,-42.51178929057828
486,2019,19.0,145.7565206379041,-42.93309915883033
506,2019,19.0,146.29910306951228,-42.463280265235824
181,2019,19.0,146.30179801536468,-42.69774055439102
325,2019,19.0,145.69902845972047,-42.834284477577185
643,2019,19.0,146.4042059577543,-42.65012984433268
206,2019,19.0,146.3035946459329,-42.45878868881522
452,2019,19.0,146.4230705787208,-42.66899446529919
477,2019,19.0,145.74574085449467,-42.93489578939857
582,2019,19.0,145.5912306256261,-42.88728507934023
229,2019,19.0,146.33952725729768,-42.93759073525092
502,2019,19.0,145.5490098072725,-42.97172671604747
358,2019,19.0,145.62446829113856,-42.81901311774715
1431,2019,19.0,145.55080643784072,-42.74445294916522
636,2019,19.0,145.69902845972047,-42.801046812064754
553,2019,19.0,146.19939007297506,-42.501009507168845
490,2019,19.0,146.2910182319552,-42.576467991034875
541,2019,19.0,145.76730042131356,-42.93938736581916
309,2019,19.0,146.36288345468478,-42.71750349064165
112,2019,19.0,145.70711329727754,-42.80014849678064
331,2019,19.0,145.67926552346984,-42.783978821666494
788,2019,19.0,146.28383170968226,-42.6510281596168
98,2019,19.0,145.53284013215836,-42.58634945916019
319,2019,19.0,146.31167948348997,-42.673486041719784
498,2019,19.0,145.71699476540283,-42.79026702865532
349,2019,19.0,145.55350138369312,-42.93938736581916
19,2019,19.0,146.37905312979893,-42.92142106013678
455,2019,19.0,146.3359339961612,-42.603417449558464
666,2019,19.0,145.612790192445,-42.94028568110329
796,2019,19.0,146.31527274462644,-42.61599386353613
213,2019,19.0,145.60111209375145,-42.84326763041838
484,2019,19.0,145.56967105880727,-42.648333213764445
531,2019,19.0,145.72058802653936,-42.91513285314794
375,2019,19.0,145.55799296011372,-42.90345475445439
460,2019,19.0,146.26047551229516,-42.47855162506585
23,2019,19.0,145.62446829113856,-42.95196377979684
411,2019,19.0,146.31976432104705,-42.64384163734384
752,2019,19.0,145.5993154631832,-42.81452154132656
740,2019,19.0,146.2910182319552,-42.61599386353613
126,2019,19.0,146.0781175096189,-42.924116005989134
7,2019,19.0,146.39881606604956,-42.680672563992744
381,2019,19.0,145.78975830341653,-42.94477725752388
737,2019,19.0,146.43834193855082,-43.10467737809715
602,2019,19.0,145.5615862212502,-42.89177665576083
224,2019,19.0,146.37456155337833,-43.15857629514433
163,2019,19.0,146.2532889900222,-42.486636462622926
624,2019,19.0,146.3637817699689,-42.99238796758222
453,2019,19.0,145.59572220204672,-42.743554633881104
123,2019,19.0,145.56967105880727,-42.6052140801267
51,2019,19.0,146.29730643894408,-42.621383755240856
501,2019,19.0,145.55350138369312,-42.61689217882025
295,2019,19.0,146.28742497081873,-42.52975559626066
176,2019,19.0,146.2164580633733,-42.467771841656415
68,2019,19.0,145.7187913959711,-42.820809748315384
593,2019,19.0,146.31078116820584,-42.51448423643063
571,2019,19.0,146.289221601387,-42.58006125217136
312,2019,19.0,146.33503568087707,-42.50729771415767
263,2019,19.0,145.5939255714785,-42.88908170990847
345,2019,19.0,146.46708802764266,-43.136118413041345
574,2019,19.0,146.43115541627787,-43.167559447985525
209,2019,19.0,145.56068790596606,-42.684265825129216
265,2019,19.0,146.39073122849248,-42.66719783473096
596,2019,19.0,146.48595264860916,-43.154983034007856
827,2019,19.0,145.73855433222172,-42.90255643917027
585,2019,19.0,146.37545986866246,-42.930404212977976
2086,2019,19.0,146.47068128877913,-42.68157087927686
216,2019,19.0,146.3035946459329,-42.50011119188471
823,2019,19.0,146.39073122849248,-42.52346738927183
637,2019,19.0,146.27754350269345,-42.63755343035501
93,2019,19.0,145.64423122738918,-42.79386028979181
813,2019,19.0,146.3637817699689,-42.99777785928693
797,2019,19.0,146.4042059577543,-42.62497701637733
396,2019,19.0,146.29640812365994,-42.52256907398771
628,2019,19.0,145.5633828518184,-42.935794104682685
253,2019,19.0,146.39342617434488,-43.00496438155989
434,2019,19.0,145.57865421164843,-42.94657388809212
170,2019,19.0,145.71968971125523,-42.827097955304225
318,2019,19.0,146.30988285292176,-42.65731636660564
21,2019,19.0,146.3314424197406,-43.13791504360958
533,2019,19.0,146.4652913970744,-43.08491444184652
92,2019,19.0,146.18232208257675,-43.06515150559589
64,2019,19.0,145.62985818284324,-42.78218219109824
777,2019,19.0,145.6550110107986,-43.01035427326461
157,2019,19.0,145.66579079420802,-42.775893984109416
332,2019,19.0,146.35839187826417,-42.49202635432765
554,2019,19.0,145.55080643784072,-42.812724910758305
678,2019,19.0,146.31437442934237,-42.513585921146515
395,2019,19.0,146.46439308179032,-43.07682960428946
107,2019,19.0,145.6253666064227,-42.82799627058834
665,2019,19.0,146.36468008525304,-42.698638869675136
409,2019,19.0,146.31347611405823,-42.55760337006837
494,2019,19.0,146.41139248002725,-42.64384163734384
814,2019,19.0,146.3404255725818,-42.47316173336114
701,2019,19.0,146.40510427303843,-43.00945595798049
440,2019,19.0,146.39342617434488,-43.12533862963191
1255,2020,20.0,145.68465541517455,-42.738164742176394
1016,2020,20.0,146.1230332738249,-42.73726642689227
876,2020,20.0,145.53284013215836,-42.94477725752388
927,2020,20.0,145.58404410335316,-42.60431576484258
1392,2020,20.0,146.1338130572343,-42.75163947143818
1354,2020,20.0,146.10237202229013,-42.20905703983
1598,2020,20.0,146.15177936291673,-42.79745355092828
877,2020,20.0,146.12662653496136,-42.74714789501759
1651,2020,20.0,146.05655794280003,-42.513585921146515
953,2020,20.0,145.55799296011372,-42.61689217882025
1105,2020,20.0,146.07093098734595,-42.65282479018504
1555,2020,20.0,146.06015120393653,-42.6968422391069
1130,2020,20.0,146.1041686528584,-42.69414729325453
234,2020,20.0,145.55799296011372,-42.75972430899526
1609,2020,20.0,145.97121799080867,-42.60072250370611
1247,2020,20.0,146.33234073502473,-42.25307448875185
1443,2020,20.0,146.08530403189184,-42.67618098757214
887,2020,20.0,146.0655410956412,-42.680672563992744
1369,2020,20.0,146.05026973581118,-42.50550108358944
1148,2020,20.0,146.11854169740428,-42.70223213081161
1506,2020,20.0,146.13111811138197,-42.73457148103991
1074,2020,20.0,145.5993154631832,-42.63935006092325
1391,2020,20.0,145.68914699159512,-42.74175800331287
1372,2020,20.0,146.46708802764266,-42.67528267228802
1211,2020,20.0,145.5894339950579,-42.596230927285504
3409,2023,23.0,145.85353868858903,-42.85584404439605
3803,2023,23.0,146.26676371928403,-42.80284344263299
3906,2023,23.0,145.60111209375145,-42.583654513307835
3557,2023,23.0,145.51936540289654,-42.63755343035501
3854,2023,23.0,145.84096227461134,-43.19630553707735
4139,2023,23.0,145.96852304495633,-42.84775920683897
3971,2023,23.0,145.5121788806236,-42.621383755240856
3672,2023,23.0,145.84635216631608,-42.87201371951021
3358,2023,23.0,145.97031967552454,-43.01843911082169
3958,2023,23.0,145.83108080648606,-42.851352467975445
3389,2023,23.0,145.94786179342157,-42.85764067496429
3686,2023,23.0,145.98469272007048,-43.00676101212812
3647,2023,23.0,145.96942136024046,-43.01035427326461
4026,2023,23.0,145.514873826476,-42.60880734126319
4107,2023,23.0,145.82838586063366,-42.87920024178315
3764,2023,23.0,146.14728778649612,-42.6420450067756
3571,2023,23.0,145.6020104090356,-42.57556967575076
3352,2023,23.0,145.80862292438303,-42.865725512521365
4038,2023,23.0,145.507687304203,-42.57736630631899
3937,2023,23.0,145.53733170857896,-42.58275619802371
3466,2023,23.0,145.522958664033,-42.63036690808205
3709,2023,23.0,145.54631486142017,-42.57916293688724
3380,2023,23.0,145.73046949466465,-42.73457148103991
3517,2023,23.0,145.514873826476,-42.5683831534778
4451,2023,23.0,145.9298954877392,-42.827097955304225
3776,2023,23.0,145.5894339950579,-42.58634945916019
4069,2023,23.0,145.51307719590773,-42.59353598143315
3469,2023,23.0,145.60919693130853,-42.58455282859195
3853,2023,23.0,145.5103822500554,-42.58455282859195
3370,2023,23.0,146.11674506683602,-42.65641805132151
4104,2023,23.0,146.12123664325662,-42.66989278058331
4084,2023,23.0,145.86072521086197,-42.88279350291964
3925,2023,23.0,145.93708201001215,-42.84057268456601
3421,2023,23.0,145.97121799080867,-42.85494572911193
3748,2023,23.0,145.55260306840898,-42.552213478363655
3734,2023,23.0,145.52655192516954,-42.56478989234133
3915,2023,23.0,145.52745024045362,-42.57736630631899
3360,2023,23.0,145.79874145625774,-42.872912034794325
3700,2023,23.0,146.2568822511587,-42.79386028979181
3650,2023,23.0,145.567874428239,-42.58455282859195
3698,2023,23.0,145.75562232262,-42.71570686007341
4046,2023,23.0,145.55978959068193,-42.54143369495422
3391,2023,23.0,145.96672641438806,-42.84506426098662
4061,2023,23.0,145.85443700387316,-42.878301926499034
3892,2023,23.0,145.514873826476,-42.6186888093885
3379,2023,23.0,145.98469272007048,-42.99777785928693
3596,2023,23.0,145.82569091478132,-42.871115404226074
3785,2023,23.0,146.45630824423324,-42.3339228643226
3576,2023,23.0,145.94337021700096,-42.84057268456601
3904,2023,23.0,145.5022974124983,-42.59443429671727
3693,2023,23.0,145.83467406762253,-42.86842045837372
3989,2023,23.0,145.73585938636938,-42.7291815893352
3927,2023,23.0,145.81401281608777,-42.85584404439605
4044,2023,23.0,145.8211993383607,-42.871115404226074
3536,2023,23.0,145.5166704570442,-42.63755343035501
3375,2023,23.0,145.9487601087057,-42.85494572911193
3507,2023,23.0,145.5256536098854,-42.61150228711554
4136,2023,23.0,145.50409404306652,-42.59173935086491
3612,2023,23.0,145.53463676272662,-42.58006125217136
4080,2023,23.0,145.60740030074027,-42.576467991034875
3821,2023,23.0,146.36917166167365,-42.909742961443214
3948,2023,23.0,145.52745024045362,-42.583654513307835
3434,2023,23.0,145.51397551119186,-42.57736630631899
3542,2023,23.0,145.5445182308519,-42.58275619802371
3794,2023,23.0,145.82838586063366,-42.86662382780548
3544,2023,23.0,146.11854169740428,-42.660011312458
4086,2023,23.0,145.96492978381983,-42.82799627058834
3567,2023,23.0,145.57865421164843,-42.552213478363655
4130,2023,23.0,145.9721163060928,-42.83608110814542
4116,2023,23.0,146.48505433332502,-43.02113405667404
3665,2023,23.0,145.8481487968843,-42.86392888195313
4034,2023,23.0,145.86791173313492,-42.872912034794325
3629,2023,23.0,145.94965842398983,-42.85584404439605
4149,2023,23.0,145.56697611295488,-42.563891577057205
3770,2023,23.0,145.56428116710254,-42.58455282859195
3590,2023,23.0,145.8571319497255,-42.88189518763552
3736,2023,23.0,145.55978959068193,-42.544128640806576
3721,2023,23.0,145.86701341785084,-42.8765052959308
3799,2023,23.0,146.15627093933728,-42.64563826791208
3545,2023,23.0,145.57056937409135,-42.54592527137481
3076,2023,23.0,145.91731907376152,-42.6420450067756
3816,2023,23.0,145.5759592657961,-42.556705054784246
3705,2023,23.0,145.56068790596606,-42.5594000006366
3834,2023,23.0,145.5400266544313,-42.58724777444431
3952,2023,23.0,145.95415000041044,-42.86033562081664
3835,2023,23.0,145.83736901347487,-42.86392888195313
4138,2023,23.0,145.59302725619438,-42.58724777444431
3701,2023,23.0,145.77269031301824,-42.725588328198725
3400,2023,23.0,146.45990150536971,-42.61329891768378
3992,2023,23.0,145.5804508422167,-42.54772190194305
3923,2023,23.0,145.84635216631608,-42.85674235968017
3633,2023,23.0,145.57056937409135,-42.56119663120485
4128,2023,23.0,145.981099458934,-42.99867617457106
3350,2023,23.0,145.52206034874894,-42.62407870109321
3508,2023,23.0,145.8391656440431,-42.87470866536256
4121,2023,23.0,145.96672641438806,-42.8675221430896
4092,2023,23.0,145.5166704570442,-42.55311179364777
3884,2023,23.0,145.56877274352314,-42.54592527137481
3530,2023,23.0,145.53014518630602,-42.556705054784246
3804,2023,23.0,145.82389428421305,-42.87470866536256
